CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
14838670,2,MOTOR VEHICLE,Y,N,TX,JS2RA61S045207476,2004,GLD,SUZUKI,AERIO,"PASSENGER CAR, 4-DOOR",N,76040,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,6,NA,NA,NA,N,REMAINED PARKED,BY OWNER,NONE,NA,NA,EAST,Y,0,0,0,0,0,0,0
14838670,3,MOTOR VEHICLE,Y,N,TX,1FTEW1CM3CFC20128,NA,GRY,FORD,F150,PICKUP,N,76180,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,11,NA,NA,NA,N,REMAINED PARKED,BY OWNER,NONE,NA,NA,WEST,N,0,0,0,0,0,0,0
14838685,1,MOTOR VEHICLE,N,N,TX,1HGCG16522A035476,2002,RED,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,77084,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,12,TOP DAMAGE ONLY,NO DAMAGE,NA,N,CHALLENGER,8000 GALVESTON RD,FAILED TO DRIVE IN SINGLE LANE,NA,NA,SOUTHWEST,Y,0,0,0,1,0,0,0
14838693,1,MOTOR VEHICLE,N,N,TX,1GCJC33U24F229732,2004,WHI,CHEVROLET,SILVERADO C3500,PICKUP,N,78564,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,11,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,1,Y,GARCIA'S TOWING,"203 2ND,  ZAPATA, TX 78076",UNDER INFLUENCE - ALCOHOL,FAILED TO DRIVE IN SINGLE LANE,DISABLED IN TRAFFIC LANE,NORTHWEST,Y,0,0,0,1,0,0,0
14838768,1,MOTOR VEHICLE,N,N,CA,2HNYD18814H543053,2004,SIL,ACURA,MDX,SPORT UTILITY VEHICLE,N,77090,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 4,2,NA,NA,NA,Y,AJ TOWING,8288 VETERANS MEMORIAL,NONE,NA,NA,EAST,Y,0,0,1,1,0,1,0
14838768,2,MOTOR VEHICLE,N,N,TX,4T1BE46K97U049772,2007,SIL,TOYOTA,CAMRY,"PASSENGER CAR, 4-DOOR",N,77080,2,NA,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 6,3,NA,NA,NA,N,SAFECLEAR,36 TIDWELL,DISREGARD STOP AND GO SIGNAL,HAD BEEN DRINKING,NA,SOUTH,Y,0,0,0,1,0,0,0
14838834,1,MOTOR VEHICLE,N,Y,TX,5TFJV52167X002099,2007,99,TOYOTA,TUNDRA,PICKUP,N,79107,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,1,Y,COMPETITION TOWING,"8409 I40 E, AMA, TX 79118 373-5858",FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14838834,2,MOTOR VEHICLE,Y,N,TX,1D8GU28K07W640397,2007,SIL,DODGE,NITRO,SPORT UTILITY VEHICLE,N,79107,2,NA,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,6,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,4,N,,,NONE,NA,NA,EAST,Y,0,0,0,0,0,0,0
14838834,3,MOTOR VEHICLE,Y,N,TX,1MELM62W9SH630933,1995,GRN,MERCURY,COUGAR,"PASSENGER CAR, 2-DOOR",N,79107,2,NA,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 3,4,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,8,N,,,NONE,NA,NA,EAST,N,0,0,0,0,0,0,0
14838834,4,MOTOR VEHICLE,Y,N,TX,1FTRW07LX1KF38216,2001,WHI,FORD,F150,PICKUP,N,79107,1,LIABILITY INSURANCE POLICY,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,10,NA,NA,NA,N,,,NONE,NA,NA,EAST,N,0,0,0,0,0,0,0
14838841,1,MOTOR VEHICLE,N,Y,TX,1G1JC5241W7259517,1998,WHI,CHEVROLET,CAVALIER,"PASSENGER CAR, 4-DOOR",N,79404,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 6,12,NA,NA,NA,N,LUBBOCK WRECKER,LUBBOCK WRECKER  3209 SLATON HWY   806-7,FAILED TO DRIVE IN SINGLE LANE,NA,NA,EAST,Y,0,0,0,1,0,0,0
14838842,1,MOTOR VEHICLE,N,Y,TX,2G2WP522541143316,2004,SIL,PONTIAC,GRAND AM,"PASSENGER CAR, 4-DOOR",N,79403,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,N,FLED THE SCENE,,UNSAFE SPEED,FAILED TO DRIVE IN SINGLE LANE,NA,WEST,Y,0,0,0,1,0,0,0
14838842,2,MOTOR VEHICLE,N,N,TX,1HGCR2F71FA031197,NA,BLK,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,79401,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,11,NA,NA,NA,N,DRIVEN FROM SCENE BY OWNER,,NONE,NA,NA,EAST,N,0,0,0,2,0,0,0
14838866,1,MOTOR VEHICLE,N,N,TX,3VWSF71K46M827485,2006,BLU,VOLKSWAGEN,JETTA,"PASSENGER CAR, 4-DOOR",N,76706,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,RIGHT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 3,3,N,GRITTEN TOW SERVICE,"1605 AIR BASE RD WACO, TX 76705",FATIGUED OR ASLEEP,FAILED TO DRIVE IN SINGLE LANE,NA,WEST,Y,0,0,1,0,0,1,0
14838877,1,MOTOR VEHICLE,N,N,TX,1FTDX1761WKA01247,1998,RED,FORD,F150,PICKUP,N,76247,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,EJ'S TOWING,"2008 METRO STREET, DENTON, TX 76207",UNDER INFLUENCE - ALCOHOL,UNDER INFLUENCE - DRUG,NA,WEST,Y,0,0,0,1,0,0,0
14838972,1,MOTOR VEHICLE,N,N,TX,1HGCS12759A002584,NA,BLK,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,78578,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,6,NA,NA,NA,N,DROVE AWAY,,NONE,NA,NA,SOUTH,Y,0,0,0,2,0,0,0
14838972,2,MOTOR VEHICLE,N,N,TX,1FAFP40491F122943,2001,RED,FORD,MUSTANG,"PASSENGER CAR, 2-DOOR",N,75067,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,DROVE AWAY,,FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14838977,1,MOTOR VEHICLE,N,N,TX,KMHDU4AD7AU140955,NA,GRY,HYUNDAI,ELANTRA,"PASSENGER CAR, 4-DOOR",N,78730,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 5,12,NA,NA,NA,N,LAKESIDE TOWING,12400 ANDERSON MILL ROAD,CHANGED LANE WHEN UNSAFE,DRIVER INATTENTION,NA,NORTHWEST,Y,0,0,0,1,0,0,0
14838977,2,MOTOR VEHICLE,Y,N,TX,JF2GPAFC5F8277935,NA,TAN,SUBARU,XV CROSSTREK,SPORT UTILITY VEHICLE,N,78730,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,12,NA,NA,NA,N,LAKESIDE TOWING,12400 ANDERSON MILL ROAD,NONE,NA,NA,SOUTHEAST,Y,0,0,0,0,0,0,0
14839046,1,MOTOR VEHICLE,N,N,TX,1FAFP42X9YF141090,2000,GRY,FORD,MUSTANG,"PASSENGER CAR, 2-DOOR",N,78259,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,TEXAS ROADSIDE SERVICE,12903 NACOGDOCHES RD,FAILED TO CONTROL SPEED,NA,DRIVER INATTENTION,EAST,Y,0,0,0,1,0,0,0
14839046,2,MOTOR VEHICLE,N,N,TX,1GNSCHKC8FR141349,NA,SIL,CHEVROLET,C1500 SUBURBAN,SPORT UTILITY VEHICLE,N,78230,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,EAST,Y,0,0,0,1,0,0,0
14839047,1,MOTOR VEHICLE,N,N,TX,5TDKK3DC8CS219816,NA,BLK,TOYOTA,SIENNA,VAN,N,75038,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,NA,NA,NA,Y,EULESS B & B WRECKER SERVICE,"1201 W EULESS BLVD., EULESS, TEXAS 76040",UNDER INFLUENCE - ALCOHOL,NA,NA,EAST,Y,0,0,0,1,0,0,0
14839048,1,MOTOR VEHICLE,N,N,TX,5TDKK3DC8CS219816,NA,BLK,TOYOTA,SIENNA,VAN,N,75038,2,NA,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,11,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,6,Y,EULESS B & B WRECKER SERVICE,"1201 W EULESS BLVD., EULESS, TEXAS 76040",UNDER INFLUENCE - ALCOHOL,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14839097,1,MOTOR VEHICLE,N,N,TX,3FAHP021X7R155417,2007,PLE,FORD,FIESTA,"PASSENGER CAR, 4-DOOR",N,78744,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,6,NA,NA,NA,N,,,NONE,NA,NA,UNKNOWN,N,0,0,0,2,0,0,0
14839097,2,MOTOR VEHICLE,N,N,TX,1HGCG5648WA235413,1998,TAN,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,78254,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,6,N,MISSION TOWING,8019 ALAMO DOWNS PKWY,NONE,NA,NA,UNKNOWN,Y,0,0,0,1,0,0,0
14839097,3,MOTOR VEHICLE,N,N,TX,1G1PA5SH6D7272456,NA,BLK,CHEVROLET,CRUZE,"PASSENGER CAR, 4-DOOR",N,78240,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,NA,NA,NA,N,MISSION TOWING,8019 ALAMO DOWNS PKWY,DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,UNKNOWN,Y,0,0,0,1,0,0,0
14839100,1,MOTOR VEHICLE,N,N,TX,1FAFP53U85A190865,2005,BLU,FORD,TAURUS,"PASSENGER CAR, 4-DOOR",N,78227,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,6,NA,NA,NA,N,DRIVEN AWAY,,NONE,NA,NA,NORTHEAST,Y,0,0,0,1,0,0,0
14839100,2,MOTOR VEHICLE,N,N,TX,1GNEC13R8XJ484475,1999,BLU,CHEVROLET,TAHOE,SPORT UTILITY VEHICLE,N,78238,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,DRIVEN AWAY BY LICENSED PERSON,,DRIVER INATTENTION,FOLLOWED TOO CLOSELY,NA,NORTHEAST,Y,0,0,0,1,0,0,0
14839166,1,MOTOR VEHICLE,N,N,TX,JTNBE46K073079006,2007,SIL,TOYOTA,CAMRY,"PASSENGER CAR, 4-DOOR",N,78216,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 4,12,NA,NA,NA,Y,TEXAS TOWING,GROWDEN STORAGE FACILITY,HAD BEEN DRINKING,FAILED TO DRIVE IN SINGLE LANE,NA,NORTHWEST,Y,0,0,0,1,0,0,0
14839211,1,MOTOR VEHICLE,N,N,TX,JHMCD5630RC062718,1994,BLU,HONDA,ACCORD,"PASSENGER CAR, 4-DOOR",N,78207,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,6,NA,NA,NA,N,,,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14839211,2,MOTOR VEHICLE,N,N,TX,1B3ES56C73D257525,2003,RED,DODGE,NEON,"PASSENGER CAR, 4-DOOR",N,78237,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,NA,NA,NA,N,TEXAS TOWING,922 E CARSON,FAILED TO CONTROL SPEED,NA,NA,NORTH,Y,0,0,0,2,0,0,0
14839233,1,MOTOR VEHICLE,N,N,TX,2GCEC19V341359337,2004,WHI,CHEVROLET,C1500,PICKUP,N,78146,1,LIABILITY INSURANCE POLICY,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,12,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,4,Y,CROSSFIRE WRECKER SVC.,"1703 S. BUS. 181 BEEVILLE, TX",UNSAFE SPEED,NA,NA,SOUTH,Y,0,0,0,0,1,0,0
14839240,1,MOTOR VEHICLE,N,N,TX,1C4NJCBB7ED648552,NA,GRY,JEEP,COMPASS,SPORT UTILITY VEHICLE,N,77083,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 4,1,NA,NA,NA,N,ALLIED,9520 S KIRKWOOD  281 933 4441,FAILED TO CONTROL SPEED,NA,DRIVER INATTENTION,NORTH,Y,0,0,0,1,0,0,0
14839240,2,MOTOR VEHICLE,N,N,TX,2B3KA43G67H831063,2007,SIL,DODGE,CHARGER,"PASSENGER CAR, 4-DOOR",N,75668,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 6,7,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,N,ALLIED,9520 S KIRKWOOD 281 9334441,NONE,NA,NA,NORTH,Y,0,1,1,2,0,2,0
14839240,3,MOTOR VEHICLE,N,N,TX,1N4AL3AP7FN317915,NA,WHI,NISSAN,ALTIMA,"PASSENGER CAR, 4-DOOR",N,77459,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,6,NA,NA,NA,N,ALLIED,9520 S KIRKWOOD 281 933 4441,NONE,NA,NA,NORTH,N,0,0,1,1,0,1,0
14839272,1,MOTOR VEHICLE,N,N,TX,1D7HA16K18J230012,NA,BLU,DODGE,RAM 1500,PICKUP,N,75926,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,FAILED TO CONTROL SPEED,NA,DRIVER INATTENTION,WEST,Y,0,0,0,1,0,0,0
14839272,2,MOTOR VEHICLE,N,N,TX,1FMRU176XWLA76811,1998,WHI,FORD,EXPEDITION,SPORT UTILITY VEHICLE,N,75709,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,1,5,0,1,0
14839307,1,MOTOR VEHICLE,N,N,TX,1GNDS13S622498038,2002,RED,CHEVROLET,TRAILBLAZER,SPORT UTILITY VEHICLE,N,78660,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,HARPERS TOWING: 512-443-1000,"201 RALPH ABLANEDO DR, AUSTIN 78748",HAD BEEN DRINKING,FAILED TO CONTROL SPEED,NA,EAST,Y,0,0,0,1,0,0,0
14839307,2,MOTOR VEHICLE,N,N,TX,1FMZU63K93ZA54176,2003,SIL,FORD,EXPLORER,SPORT UTILITY VEHICLE,N,78734,2,NA,BACK END DAMAGE DISTRIBUTED IMPACT,NO DAMAGE,6,NA,NA,NA,N,,,NONE,NA,NA,EAST,Y,0,0,0,1,0,0,0
14839314,1,MOTOR VEHICLE,N,N,TX,1FMEU65E96UB66581,2006,GLD,FORD,EXPLORER,SPORT UTILITY VEHICLE,N,77373,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 3,12,NA,NA,NA,N,7 DEUCE TOWING,"11360 EASTEX FREEWAY HOUSTON, TX 77093",FAILED TO DRIVE IN SINGLE LANE,NA,NA,EAST,Y,0,0,0,1,0,0,0
14839330,1,MOTOR VEHICLE,N,N,TX,1B7HC16X6YS571352,2000,MAR,DODGE,RAM 1500,PICKUP,N,78230,2,NA,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,11,NA,NA,NA,N,CONTRACT WRECKER,"4951 WOODSTONE DR.  SA,TX. 78230",DRIVER INATTENTION,FAILED TO DRIVE IN SINGLE LANE,NA,NORTH,Y,0,0,0,1,0,0,0
14839342,1,MOTOR VEHICLE,N,N,TX,JT8BF28G5Y0256679,2000,WHI,LEXUS,ES 300,"PASSENGER CAR, 4-DOOR",N,78745,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 4,12,NA,NA,NA,N,,,FATIGUED OR ASLEEP,NA,FAILED TO CONTROL SPEED,NORTH,Y,0,0,0,1,0,0,0
14839342,2,MOTOR VEHICLE,N,N,TX,3CZRE38528G701795,NA,SIL,HONDA,CR-V,SPORT UTILITY VEHICLE,N,75041,1,PROOF OF LIABILITY INSURANCE,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 3,6,NA,NA,NA,N,,,NONE,NA,NA,NORTH,Y,1,0,1,2,0,2,0
14839343,1,MOTOR VEHICLE,N,N,UN,,NA,WHI,NISSAN,TITAN,PICKUP,N,,2,NA,NA,NA,NA,NA,NA,NA,N,NOT TOWED,NOT TOWED,NA,NA,CHANGED LANE WHEN UNSAFE,SOUTHEAST,N,0,0,0,1,0,0,0
14839343,2,MOTOR VEHICLE,N,N,TX,1G1ZU54854F162128,2004,BLK,CHEVROLET,MALIBU,"PASSENGER CAR, 4-DOOR",N,78223,1,PROOF OF LIABILITY INSURANCE,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 5,11,NA,NA,NA,N,TEXAS TOWING,GROWDON POUND,FAULTY EVASIVE ACTION,NA,NA,SOUTHEAST,Y,0,0,0,1,0,0,0
14839345,1,MOTOR VEHICLE,N,N,TX,1G8ZH5281VZ384562,1997,BLK,SATURN,UNKNOWN,"PASSENGER CAR, 4-DOOR",N,77520,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,11,NA,NA,NA,N,ADR I TOWING,10 HAFER,DRIVER INATTENTION,NA,NA,WEST,Y,0,0,0,1,0,0,0
14839345,2,MOTOR VEHICLE,N,N,TX,1FMRU1561YLB13900,2000,GLD,FORD,EXPEDITION,SPORT UTILITY VEHICLE,N,77521,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,2,NA,NA,NA,N,ROB'S  TOWING,4602 CHAPARRAL,NONE,NA,NA,EAST,Y,0,0,0,1,0,0,0
14839404,1,MOTOR VEHICLE,N,N,TX,4T1BE32K15U600256,2005,SIL,TOYOTA,CAMRY,"PASSENGER CAR, 4-DOOR",N,77099,1,LIABILITY INSURANCE POLICY,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 3,1,NA,NA,NA,N,INFINITY,8210 PINEMONT,FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14839404,2,MOTOR VEHICLE,N,N,TX,YV440MDB5F2622642,NA,WHI,VOLVO,XC60,SPORT UTILITY VEHICLE,N,77070,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,5,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,10,N,,LEFT AT 17300 TOMBALL PKWY BUSINESS PAR,NONE,NA,NA,SOUTH,Y,0,1,2,0,0,3,0
